name,country_code,state_code,region,city,market_category,market,founded_at,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Connectbright,,,,,,,,28000.0,1.0,2012-07-01,2012-07-01,operating,28000.0,,,,,,,,,,,,,,,,,,,,
Connected,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Software ,2009-01-01,500000.0,1.0,2011-06-29,2011-06-29,acquired,,,,,,,500000.0,,,,,,,,,,,,,,
Connected Data,USA,CA,SF Bay Area,Santa Clara,Analytics & AI, Analytics ,,12745000.0,3.0,2012-03-06,2014-06-02,operating,745000.0,6000000.0,,,,,,,,,,,,6000000.0,,,,,,,
Connected Sports Ventures,USA,NJ,Newark,Princeton,Mobile, Mobile ,,4300000.0,1.0,2012-11-12,2012-11-12,operating,,4300000.0,,,,,,,,,,,,,,,,,,,
ConnectedHealth,SGP,,Singapore,Singapore,Mobile, Mobile ,2010-03-01,400000.0,1.0,2011-03-17,2011-03-17,operating,400000.0,,,,,,,,,,,,,,,,,,,,
ConnectEdu,USA,MA,Boston,Boston,Education, Education ,2002-01-01,43903843.0,5.0,2009-07-13,2013-09-10,operating,,24700000.0,,,,3503843.0,,500000.0,,,,,,,,8200000.0,7000000.0,,,,
Connectem,USA,CA,SF Bay Area,Santa Clara,Mobile, Mobile ,2011-01-01,400000.0,1.0,2012-05-16,2012-05-16,operating,,400000.0,,,,,,,,,,,,,,,,,,,
ConnectFu,USA,CA,Los Angeles,Rancho Palos Verdes,Social & Communication, Social Network Media ,2010-10-01,100000.0,1.0,2011-03-28,2011-03-28,operating,,100000.0,,,,,,,,,,,,,,,,,,,
Connecticut Childrens Medical Center,USA,CT,Hartford,Hartford,Healthcare, Health and Wellness ,1996-01-01,250000.0,1.0,2014-04-07,2014-04-07,operating,,250000.0,,,,,,,,,,,,,,,,,,,
ConnectionPlus,USA,CT,Hartford,Ridgefield,Software & SaaS, Software ,2004-01-01,2632650.0,1.0,2010-04-30,2010-04-30,operating,,1316325.0,,,,,,,,,,,,,1316325.0,,,,,,
Connectipity,,,,,,,2013-01-01,49877.0,1.0,2012-07-01,2012-07-01,operating,49877.0,,,,,,,,,,,,,,,,,,,,
Connectiva Systems,USA,NY,New York City,New York,Software & SaaS, Software ,2000-01-01,17000000.0,1.0,2008-09-23,2008-09-23,operating,,17000000.0,,,,,,,,,,,,,,,,,,,
Connectivity,USA,CA,Los Angeles,Burbank,Social & Communication, Social Media Monitoring ,,12700000.0,1.0,2014-04-24,2014-04-24,operating,,6350000.0,,,,,,,,,,,,6350000.0,,,,,,,
Connectloud,USA,TX,Dallas,Dallas,Software & SaaS, Software ,2013-01-01,3850000.0,2.0,2013-03-13,2014-01-14,operating,,,,,,250000.0,,,3600000.0,,,,,,,,,,,,
ConnectM Technology Solutions,IND,,Bangalore,Bangalore,Manufacturing & Logistics, Mobility ,2007-01-01,20000000.0,2.0,2007-06-27,2010-08-01,operating,,10000000.0,,,,,,,,,,,,6000000.0,4000000.0,,,,,,
ConnectNigeria.com,NGA,,Lagos,Lagos,Other, Search ,2008-01-01,130000.0,1.0,2010-02-01,2010-02-01,operating,130000.0,,,,,,,,,,,,,,,,,,,,
ConnectQuest,USA,CT,CT - Other,West Simsbury,Other, Maps ,2009-12-15,1800052.0,6.0,2011-05-16,2014-07-29,operating,,1300052.0,,,,,500000.0,,,,,,,,,,,,,,
ConnectSoft,USA,KY,Louisville,Louisville,Software & SaaS, Software ,,4795519.0,2.0,2010-04-04,2011-04-05,closed,,,,,,4795519.0,,,,,,,,,,,,,,,
ConnectSolutions,USA,CA,SF Bay Area,San Francisco,Social & Communication, Unifed Communications ,2007-07-01,20000000.0,1.0,2013-01-10,2013-01-10,operating,,10000000.0,,,,,,,,,,,,10000000.0,,,,,,,
ConnectToHome,USA,OH,Toledo,Clyde,Entertainment & Media, News ,2013-03-01,20000.0,1.0,2013-09-19,2013-09-19,operating,,,,,,,,20000.0,,,,,,,,,,,,,
Connecture,USA,GA,Atlanta,Atlanta,Software & SaaS, Software ,1999-01-01,23500000.0,2.0,2005-06-03,2012-08-16,operating,,23500000.0,,,,,,,,,,,,,,,,,,,
Connectv.com,USA,CA,SF Bay Area,Emeryville,Entertainment & Media, Games ,2010-01-01,2927500.0,2.0,2011-06-06,2013-06-26,operating,1400000.0,1527500.0,,,,,,,,,,,,,,,,,,,
ConnectYard,USA,NJ,Newark,Wayne,Education, Education ,2007-10-26,1250000.0,3.0,2010-07-01,2012-07-02,operating,,1250000.0,,,,,,,,,,,,,,,,,,,
Connectyx Technologies,USA,FL,Florida's Treasure Coast,Stuart,,,,247500.0,1.0,2009-10-14,2009-10-14,operating,,247500.0,,,,,,,,,,,,,,,,,,,
Connequity,USA,CA,San Diego,San Diego,Analytics & AI, Business Intelligence ,2010-01-01,1225000.0,3.0,2013-04-01,2014-09-30,operating,,150000.0,,375000.0,,,550000.0,,,,,,,150000.0,,,,,,,
Connesta,ISR,,Tel Aviv,Petah Tiqva,Software & SaaS, Enterprise Software ,2011-06-01,1300000.0,1.0,2013-04-01,2013-04-01,operating,,,,,,,1300000.0,,,,,,,,,,,,,,
connex.io,CHE,,Zurich,Zürich,Other, Synchronization ,2010-01-30,10000.0,1.0,2010-06-22,2010-06-22,closed,,10000.0,,,,,,,,,,,,,,,,,,,
Connexica,GBR,,Stafford,Stafford,Software & SaaS, Software ,2006-09-27,394842.0,1.0,2010-09-29,2010-09-29,operating,,394842.0,,,,,,,,,,,,,,,,,,,
Connexient,USA,NY,New York City,New York,Software & SaaS, Enterprise Software ,,400000.0,2.0,2013-09-10,2013-11-10,operating,200000.0,200000.0,,,,,,,,,,,,,,,,,,,
Connexity,USA,CA,Santa Barbara,Ventura,Advertising & Marketing, Advertising ,2011-05-01,5000000.0,3.0,2010-10-21,2012-08-02,acquired,3000000.0,,,,,2000000.0,,,,,,,,,,,,,,,
Connoshoer,,,,,Mobile, Mobile ,2012-11-01,100000.0,1.0,2013-04-08,2013-04-08,operating,100000.0,,,,,,,,,,,,,,,,,,,,
Connotate,USA,NJ,Newark,New Brunswick,Analytics & AI, Analytics ,2000-01-01,24500000.0,2.0,2010-06-08,2012-04-12,operating,,12250000.0,,,,,,,,,,,,5250000.0,7000000.0,,,,,,
ConnXus,USA,OH,Cincinnati,Mason,E-Commerce & Retail, Curated Web ,2010-03-01,1700000.0,2.0,2011-11-08,2014-03-18,operating,1700000.0,,,,,,,,,,,,,,,,,,,,
Cono-C,MEX,,Mexico City,Mexico City,,,,24509.0,1.0,2014-03-01,2014-03-01,operating,24509.0,,,,,,,,,,,,,,,,,,,,
Consano,USA,CA,SF Bay Area,San Francisco,Biotechnology, Biotechnology ,,3900000.0,1.0,2014-05-27,2014-05-27,operating,,3900000.0,,,,,,,,,,,,,,,,,,,
Consano Medical Inc.,,,,,Healthcare, Health Care ,2012-09-25,7800000.0,1.0,2014-06-26,2014-06-26,operating,,3900000.0,,,,,,,,,,,,3900000.0,,,,,,,
Conscious Box,USA,OR,"Portland, Oregon",Portland,Other, Natural Resources ,2011-07-01,1384000.0,1.0,2013-04-27,2013-04-27,operating,1384000.0,,,,,,,,,,,,,,,,,,,,
Consensus Orthopedics,USA,CA,Sacramento,El Dorado Hills,Biotechnology, Biotechnology ,1992-01-01,12000000.0,2.0,2011-01-11,2014-09-30,operating,,12000000.0,,,,,,,,,,,,,,,,,,,
Consensus Point,USA,TN,Nashville,Nashville,Software & SaaS, Enterprise Software ,2006-01-01,8538758.0,6.0,2011-04-05,2013-11-01,operating,2013334.0,3388374.0,,,,225000.0,,,312050.0,,,,,,2600000.0,,,,,,
ConSentry Networks,USA,CA,SF Bay Area,Milpitas,Software & SaaS, Consulting ,2003-06-01,83400000.0,3.0,2005-07-18,2009-01-19,closed,,46400000.0,,,,,,,,,,,,,,17000000.0,20000000.0,,,,
Consert,USA,TX,San Antonio,San Antonio,Clean Tech & Energy, Clean Technology ,2008-01-01,33048483.0,4.0,2009-12-18,2012-04-10,acquired,,24697794.0,,,,8350689.0,,,,,,,,,,,,,,,
Conservis,USA,MN,Minneapolis,Minneapolis,Manufacturing & Logistics, Agriculture ,2009-01-01,21000002.0,2.0,2012-12-06,2014-09-08,operating,,10000000.0,,,,1000002.0,,,,,,,,10000000.0,,,,,,,
ConsiderC,,,,,Hardware & Semiconductors, Hardware + Software ,2013-06-12,87206.0,1.0,2013-04-01,2013-04-01,operating,,,,,,,,87206.0,,,,,,,,,,,,,
Consignd,USA,NY,New York City,New York,E-Commerce & Retail, E-Commerce ,,40000.0,1.0,2013-01-07,2013-01-07,operating,40000.0,,,,,,,,,,,,,,,,,,,,
Consilium Software,SGP,,Singapore,Singapore,Software & SaaS, Software ,2007-11-02,4000000.0,2.0,2010-01-01,2010-07-21,operating,,2000000.0,,,,,,,,,,,,2000000.0,,,,,,,
Consolidated Energy,USA,UT,Salt Lake City,Salt Lake City,Clean Tech & Energy, Clean Technology ,,400000.0,1.0,2008-08-06,2008-08-06,operating,,200000.0,,,,,,,,,,,,,,,200000.0,,,,
Consorte Media,USA,CA,SF Bay Area,San Francisco,Advertising & Marketing, Advertising ,2005-07-01,14000000.0,1.0,2007-12-01,2007-12-01,acquired,,7000000.0,,,,,,,,,,,,,7000000.0,,,,,,
ConsortiEX,USA,MA,Boston,Andover,Healthcare, Hospitals ,,360010.0,2.0,2014-09-11,2014-10-17,operating,,110010.0,,,,250000.0,,,,,,,,,,,,,,,
Conspire,,,,,Social & Communication, Professional Networking ,2012-07-01,3535026.0,3.0,2013-01-14,2014-08-04,operating,1135026.0,2400000.0,,,,,,,,,,,,,,,,,,,
Constant Commerce,GBR,,London,London,E-Commerce & Retail, Retail Technology ,2010-03-22,1917833.0,3.0,2012-06-29,2013-10-01,operating,706013.0,,,,,,1211820.0,,,,,,,,,,,,,,
Constant Contact,,,,,Advertising & Marketing, Advertising ,1998-01-01,3659714.0,1.0,2010-06-03,2010-06-03,operating,,3659714.0,,,,,,,,,,,,,,,,,,,
Constant Insight,USA,FL,Orlando,Orlando,Advertising & Marketing, Sales and Marketing ,,16666.0,1.0,2013-01-03,2013-01-03,operating,16666.0,,,,,,,,,,,,,,,,,,,,
Constellation Pharmaceuticals,USA,MA,Boston,Cambridge,Biotechnology, Biotechnology ,2008-01-01,303900000.0,5.0,2009-08-13,2014-08-06,operating,,154450000.0,,,,,,,,,,,,17200000.0,37250000.0,95000000.0,,,,,
Constellation Research,USA,CA,SF Bay Area,Cupertino,Software & SaaS, Consulting ,2010-11-09,3000000.0,1.0,2012-09-01,2012-09-01,operating,3000000.0,,,,,,,,,,,,,,,,,,,,
Constitution Medical Investors,USA,MA,Boston,Boston,Biotechnology, Biotechnology ,,48350000.0,3.0,2010-05-17,2012-05-08,,,48350000.0,,,,,,,,,,,,,,,,,,,
Construct,,,,,E-Commerce & Retail, E-Commerce ,,36000.0,1.0,2014-01-04,2014-01-04,operating,36000.0,,,,,,,,,,,,,,,,,,,,
Construction Software Technologies,USA,OH,Cincinnati,Cincinnati,Software & SaaS, Software ,1993-01-01,24154038.0,2.0,2006-12-01,2009-06-09,operating,,13154038.0,,,,,,,,,,,,,,11000000.0,,,,,
Consult A Doctor,USA,FL,Miami,Miami Beach,Healthcare, Health and Wellness ,,10000000.0,1.0,2010-02-16,2010-02-16,acquired,,5000000.0,,,,,,,,,,,,5000000.0,,,,,,,
"Consult Mango, Inc",,,,,Advertising & Marketing, Social Media Marketing ,2014-06-25,25000.0,2.0,2014-05-21,2014-07-21,operating,25000.0,,,,,,,,,,,,,,,,,,,,
Consulting Services,USA,CA,Anaheim,Buena Park,,,,2271475.0,1.0,2009-10-05,2009-10-05,operating,,2271475.0,,,,,,,,,,,,,,,,,,,
Consumer Agent Portal (CAP),USA,MN,MN - Other,Saint Louis Park,E-Commerce & Retail, Curated Web ,2011-01-01,40600000.0,4.0,2011-08-30,2014-04-24,,,28000000.0,,,,12600000.0,,,,,,,,,,,,,,,
Consumer Brands,USA,CA,Anaheim,Aliso Viejo,Advertising & Marketing, Brand Marketing ,2011-01-01,1600000.0,2.0,2012-04-27,2012-11-12,operating,,1600000.0,,,,,,,,,,,,,,,,,,,
Consumer Health Advisers,USA,MD,"Washington, D.C.",Bethesda,Healthcare, Health and Wellness ,2007-01-01,2805480.0,2.0,2009-08-31,2010-05-04,operating,,825480.0,,1980000.0,,,,,,,,,,,,,,,,,
Consumer Physics,ISR,,Tel Aviv,Herzliya,Hardware & Semiconductors, Hardware ,2011-01-01,15481216.0,5.0,2012-10-14,2014-08-01,operating,,11474644.0,,,,906572.0,,,,,,,2100000.0,1000000.0,,,,,,,
ConsumerBell,USA,NY,New York City,New York,E-Commerce & Retail, Curated Web ,2010-05-01,300000.0,1.0,2011-07-30,2011-07-30,operating,,,,,,300000.0,,,,,,,,,,,,,,,
Consumr,USA,NY,New York City,New York,E-Commerce & Retail, Curated Web ,2011-01-01,565000.0,1.0,2012-12-04,2012-12-04,operating,565000.0,,,,,,,,,,,,,,,,,,,,
Contact At Once!,USA,GA,Atlanta,Alpharetta,Social & Communication, Chat ,2005-01-01,3000000.0,1.0,2012-05-08,2012-05-08,acquired,,3000000.0,,,,,,,,,,,,,,,,,,,
Contact Solutions,USA,VA,"Washington, D.C.",Reston,Software & SaaS, Software ,2002-01-01,46000000.0,1.0,2010-09-08,2010-09-08,operating,,,,,,,,,46000000.0,,,,,,,,,,,,
ContactLab,ITA,,Milan,Milan,Advertising & Marketing, Email Marketing ,1998-01-01,4996533.0,1.0,2014-11-19,2014-11-19,operating,,4996533.0,,,,,,,,,,,,,,,,,,,
ContactMonkey,CAN,ON,Toronto,Toronto,Software & SaaS, Software ,2011-01-01,800000.0,1.0,2012-03-19,2012-03-19,operating,800000.0,,,,,,,,,,,,,,,,,,,,
ContactPoint,USA,UT,UT - Other,Saint George,Software & SaaS, Software ,2001-01-01,4250000.0,2.0,2010-01-01,2012-01-01,operating,,,,,,,4250000.0,,,,,,,,,,,,,,
Contacts+,USA,CA,SF Bay Area,Palo Alto,Software & SaaS, Software ,,1000000.0,1.0,2012-10-05,2012-10-05,operating,1000000.0,,,,,,,,,,,,,,,,,,,,
Contactual,USA,CA,SF Bay Area,Redwood City,Hardware & Semiconductors, Hardware + Software ,2000-01-01,18000000.0,1.0,2006-04-26,2006-04-26,acquired,,9000000.0,,,,,,,,,,,,9000000.0,,,,,,,
Contactually,USA,DC,"Washington, D.C.",Washington,Other, Email ,2011-07-01,4000000.0,4.0,2011-10-26,2014-11-04,operating,3000000.0,,,,,1000000.0,,,,,,,,,,,,,,,
ContactUs.com,USA,FL,Miami,Miami,Advertising & Marketing, Lead Generation ,2012-11-01,1000000.0,3.0,2013-01-15,2013-12-10,operating,1000000.0,,,,,,,,,,,,,,,,,,,,
Contapps,RUS,,RUS - Other,,,,,2000000.0,1.0,2012-09-01,2012-09-01,,,1000000.0,,,,,,,,,,,,1000000.0,,,,,,,
Contatta,USA,AZ,Phoenix,Scottsdale,Software & SaaS, Software ,2011-01-01,8000000.0,2.0,2013-07-24,2014-05-16,operating,,3250000.0,,,,1500000.0,,,,,,,,3250000.0,,,,,,,
Contech Holdings,USA,FL,Orlando,Winter Park,,,,3000000.0,1.0,2014-02-18,2014-02-18,operating,,3000000.0,,,,,,,,,,,,,,,,,,,
Contego Fraud Solutions,GBR,,London,Abingdon,Software & SaaS, Software ,2011-01-01,2216728.0,3.0,2011-11-01,2013-10-31,operating,773383.0,,,,,,1443345.0,,,,,,,,,,,,,,
Contemporary Analysis,USA,NE,Omaha,Omaha,Finance & FinTech, Finance ,2008-01-01,15798.0,1.0,2008-01-01,2008-01-01,operating,15798.0,,,,,,,,,,,,,,,,,,,,
Content Analytics,,,,,Advertising & Marketing, Brand Marketing ,,9500000.0,2.0,2014-01-01,2014-09-24,operating,1500000.0,4000000.0,,,,,,,,,,,,4000000.0,,,,,,,
Content Circles,USA,CA,SF Bay Area,Menlo Park,Software & SaaS, SaaS ,2007-08-08,250000.0,1.0,2007-10-01,2007-10-01,closed,250000.0,,,,,,,,,,,,,,,,,,,,
Content Fleet,DEU,,Hamburg,Hamburg,Entertainment & Media, Publishing ,2010-10-01,7000000.0,2.0,2010-11-18,2011-09-29,operating,,3500000.0,,,,,,,,,,,,,3500000.0,,,,,,
Content Launch,USA,CA,CA - Other,Bonsall,,,2003-12-10,425000.0,2.0,2013-12-10,2014-10-19,operating,425000.0,,,,,,,,,,,,,,,,,,,,
Content Raven,USA,MA,Boston,Marlborough,Software & SaaS, Enterprise Software ,2011-01-01,4000000.0,1.0,2013-06-06,2013-06-06,operating,,2000000.0,,,,,,,,,,,,2000000.0,,,,,,,
Content Savvy,USA,NY,NY - Other,Amherst,Software & SaaS, Internet of Things ,2011-01-01,992250.0,3.0,2012-08-10,2013-07-24,acquired,992250.0,,,,,,,,,,,,,,,,,,,,
Content Syndicate: Words on Demand,ARE,,Dubai,Dubai,Software & SaaS, Enterprise Software ,2007-09-10,3000000.0,2.0,2009-01-05,2009-03-12,operating,,1500000.0,,,,,,,,,,,,1500000.0,,,,,,,
Content360,BGR,,Sofia,Sofia,Analytics & AI, Analytics ,2014-04-24,132013.0,2.0,2014-04-22,2014-07-23,operating,34513.0,,,,97500.0,,,,,,,,,,,,,,,,
ContentDJ,TUR,,Çan,Çan,Software & SaaS, Enterprise Software ,2012-07-01,40000.0,1.0,2012-03-31,2012-03-31,operating,40000.0,,,,,,,,,,,,,,,,,,,,
ContentForest,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Software ,,40000.0,1.0,2012-11-26,2012-11-26,operating,40000.0,,,,,,,,,,,,,,,,,,,,
Contently,USA,NY,New York City,New York,Finance & FinTech, Finance ,2010-12-01,23325014.0,4.0,2011-07-18,2014-01-15,operating,,11990014.0,,,,335000.0,,,,,,,,2000000.0,9000000.0,,,,,,
Contentment Ltd,GBR,,London,London,Entertainment & Media, Digital Media ,,757591.0,1.0,2013-02-28,2013-02-28,operating,757591.0,,,,,,,,,,,,,,,,,,,,
ContentRealtime,USA,TX,Austin,Austin,E-Commerce & Retail, Curated Web ,2007-08-01,50000.0,1.0,2007-08-01,2007-08-01,operating,50000.0,,,,,,,,,,,,,,,,,,,,
ContentWatch,USA,UT,Salt Lake City,Salt Lake City,Security, Security ,,3635000.0,1.0,2011-02-28,2011-02-28,operating,,3635000.0,,,,,,,,,,,,,,,,,,,
Conterra Broadband Services,USA,NC,Charlotte,Charlotte,Mobile, Mobile ,2004-01-01,25000000.0,1.0,2010-01-13,2010-01-13,operating,,25000000.0,,,,,,,,,,,,,,,,,,,
Contestomatik,ESP,,Madrid,Madrid,Other, Facebook Applications ,2012-11-01,336000.0,1.0,2012-09-01,2012-09-01,operating,336000.0,,,,,,,,,,,,,,,,,,,,
Context app,,,,,Entertainment & Media, Photography ,,1000000.0,1.0,2013-12-20,2013-12-20,operating,,,,,,,1000000.0,,,,,,,,,,,,,,
Context Labs,USA,NY,New York City,New York,Software & SaaS, Software ,2012-01-01,949996.0,1.0,2013-12-18,2013-12-18,operating,,949996.0,,,,,,,,,,,,,,,,,,,
Context Matters,USA,NY,New York City,New York,Analytics & AI, Analytics ,2010-01-01,1537909.0,3.0,2011-09-19,2014-04-02,operating,,1192909.0,,,345000.0,,,,,,,,,,,,,,,,
Context Relevant,USA,WA,Seattle,Seattle,Analytics & AI, Predictive Analytics ,2012-03-17,85800000.0,5.0,2012-06-28,2014-09-25,operating,2800000.0,41500000.0,,,,,,,,,,,,7000000.0,34500000.0,,,,,,
Contextbroker,RUS,,RUS - Other,,,,,378907.0,2.0,2012-10-20,2012-11-20,,111907.0,,,,,267000.0,,,,,,,,,,,,,,,
Contextool,LTU,,LTU - Other,Klaipeda,Entertainment & Media, Photography ,2013-06-01,52000.0,1.0,2014-05-08,2014-05-08,operating,,,52000.0,,,,,,,,,,,,,,,,,,
Contextors,ISR,,Tel Aviv,Tel Aviv,Other, Natural Language Processing ,2009-11-01,500000.0,1.0,2011-11-01,2011-11-01,operating,500000.0,,,,,,,,,,,,,,,,,,,,
ContextPlane,,,,,,,,1000000.0,1.0,2014-06-01,2014-06-01,operating,1000000.0,,,,,,,,,,,,,,,,,,,,
ConteXtream,USA,CA,SF Bay Area,Santa Clara,Software & SaaS, Software ,2006-01-01,47417000.0,3.0,2007-06-01,2013-04-01,operating,,23817000.0,,,,,,,,,,,,9600000.0,14000000.0,,,,,,
ContextWeb,USA,NY,New York City,New York,Advertising & Marketing, Advertising ,2000-01-01,117000000.0,5.0,2004-06-01,2011-09-21,closed,,63500000.0,,,,,,,,,,,,3000000.0,9000000.0,15500000.0,26000000.0,,,,
Contigo Financial,USA,TN,Nashville,Nashville,Finance & FinTech, Finance ,2012-05-01,15000.0,1.0,2012-08-27,2012-08-27,acquired,15000.0,,,,,,,,,,,,,,,,,,,,
Continental Coal,MEX,,MEX - Other,Santo Domingo Zanatepec,Clean Tech & Energy, Clean Technology ,2007-01-01,5000000.0,1.0,2014-01-28,2014-01-28,operating,,5000000.0,,,,,,,,,,,,,,,,,,,
Continuent,USA,CA,SF Bay Area,San Jose,Other, PaaS ,2004-04-01,11500000.0,1.0,2005-10-31,2005-10-31,operating,,5750000.0,,,,,,,,,,,,,5750000.0,,,,,,
Continuity Control,USA,CT,Hartford,New Haven,Software & SaaS, Software ,2008-01-01,16492907.0,5.0,2010-03-03,2014-08-26,operating,2130000.0,14362907.0,,,,,,,,,,,,,,,,,,,
Continuity Software,USA,NY,New York City,New York,Software & SaaS, Software ,2005-01-01,17900000.0,2.0,2005-09-01,2006-01-03,operating,,9500000.0,,,,,,,,,,,,8400000.0,,,,,,,
ContinuityX Solutions,USA,IL,Peoria,Metamora,Software & SaaS, Software ,2011-01-01,1125000.0,1.0,2012-08-13,2012-08-13,closed,,,,,,1125000.0,,,,,,,,,,,,,,,
Continuum Analytics,USA,TX,Austin,Austin,Analytics & AI, Analytics ,2011-01-01,5250000.0,2.0,2012-08-14,2013-02-05,operating,,3000000.0,,,,,,,2250000.0,,,,,,,,,,,,
Continuum Health Alliance,USA,NJ,NJ - Other,Marlton,Software & SaaS, Consulting ,1998-01-01,9750000.0,1.0,2012-09-27,2012-09-27,operating,,,,,,,,,9750000.0,,,,,,,,,,,,
Continuum Healthcare,USA,TN,Nashville,Brentwood,Biotechnology, Biotechnology ,,11500000.0,1.0,2013-07-23,2013-07-23,operating,,,,,,11500000.0,,,,,,,,,,,,,,,
ContinuumRx,USA,AL,Birmingham,Birmingham,Biotechnology, Biotechnology ,,7000000.0,1.0,2012-09-20,2012-09-20,operating,,7000000.0,,,,,,,,,,,,,,,,,,,
Continuus Pharmaceuticals,USA,MA,Boston,Boston,Biotechnology, Biotechnology ,2012-01-01,5192318.0,2.0,2013-05-22,2014-06-18,operating,,2463659.0,,,,265000.0,,,,,,,,2463659.0,,,,,,,
Contix,USA,HI,Honolulu,Honolulu,Finance & FinTech, Finance Technology ,2012-07-03,1585000.0,1.0,2013-03-31,2013-03-31,operating,1585000.0,,,,,,,,,,,,,,,,,,,,
Contour,USA,UT,Salt Lake City,Provo,E-Commerce & Retail, Consumer Internet ,2004-08-01,2250000.0,2.0,2007-12-01,2014-03-12,operating,,2250000.0,,,,,,,,,,,,,,,,,,,
Contour Energy Systems,USA,CA,Ontario - Inland Empire,Azusa,Clean Tech & Energy, Clean Technology ,2007-06-01,73400000.0,3.0,2009-08-28,2011-10-06,operating,,39200000.0,,,,,,,,,,,,,14200000.0,20000000.0,,,,,
Contour Semiconductor,USA,MA,Boston,North Billerica,Hardware & Semiconductors, Semiconductors ,,23999888.0,2.0,2008-03-31,2009-12-02,operating,,23999888.0,,,,,,,,,,,,,,,,,,,
"Contour, LLC",,,,,Hardware & Semiconductors, Hardware ,,2250000.0,1.0,2014-03-12,2014-03-12,operating,2250000.0,,,,,,,,,,,,,,,,,,,,
Contra Capital,USA,UT,Salt Lake City,Orem,Real Estate, Real Estate ,2012-03-01,45000.0,1.0,2014-10-11,2014-10-11,operating,,,45000.0,,,,,,,,,,,,,,,,,,
Contract Live,FRA,,Paris,Paris,Software & SaaS, Internet ,2010-01-01,1400000.0,1.0,2014-05-16,2014-05-16,operating,,1400000.0,,,,,,,,,,,,,,,,,,,
Contractor Copilot,CHL,,Santiago,Santiago,E-Commerce & Retail, E-Commerce ,,40000.0,1.0,2012-02-10,2012-02-10,operating,40000.0,,,,,,,,,,,,,,,,,,,,
Contractors AID,USA,CA,Sacramento,Rocklin,Software & SaaS, Project Management ,2012-12-01,485000.0,1.0,2013-06-01,2013-06-01,operating,,,,,,,485000.0,,,,,,,,,,,,,,
Contractors_AID,USA,CA,Sacramento,Rocklin,Software & SaaS, Project Management ,2012-12-01,485000.0,1.0,2013-06-01,2013-06-01,,485000.0,,,,,,,,,,,,,,,,,,,,
ContractRoom,USA,NY,New York City,New York,E-Commerce & Retail, Curated Web ,2012-02-29,850000.0,1.0,2013-07-31,2013-07-31,operating,,,,,,,850000.0,,,,,,,,,,,,,,
Contractually,CAN,BC,Vancouver,Vancouver,Software & SaaS, Legal ,2010-01-01,46177.0,1.0,2009-06-01,2009-06-01,operating,46177.0,,,,,,,,,,,,,,,,,,,,
ContraFect,USA,NY,New York City,New York,Biotechnology, Biotechnology ,2008-01-01,28793158.0,3.0,2010-08-23,2013-09-04,operating,,16829508.0,,,,11963650.0,,,,,,,,,,,,,,,
Contrail Systems,USA,CA,SF Bay Area,Santa Clara,Software & SaaS, Software ,,20000000.0,1.0,2012-07-27,2012-07-27,acquired,,10000000.0,,,,,,,,,,,,10000000.0,,,,,,,
Contraqer,USA,VA,"Washington, D.C.",Arlington,Other, Procurement ,2012-09-28,605000.0,1.0,2013-08-02,2013-08-02,operating,,,,,605000.0,,,,,,,,,,,,,,,,
Contratan.do,COL,,Bogota,Bogotá,Software & SaaS, Enterprise Search ,2011-01-01,47917.0,1.0,2013-06-01,2013-06-01,operating,47917.0,,,,,,,,,,,,,,,,,,,,
ContraVir Pharmaceuticals,USA,NY,New York City,New York,Biotechnology, Biotechnology ,2013-01-01,25967648.0,3.0,2014-02-14,2014-10-15,operating,,12225000.0,,,,,,,,4742648.0,,,,9000000.0,,,,,,,
Contrib,,,,,Social & Communication, Social Media ,2012-07-13,300000.0,1.0,2014-06-17,2014-06-17,operating,300000.0,,,,,,,,,,,,,,,,,,,,
contrib.com,USA,FL,Palm Beaches,Delray Beach,,,,300000.0,1.0,2012-03-08,2012-03-08,operating,300000.0,,,,,,,,,,,,,,,,,,,,
Control de Pacientes,COL,,COL - Other,Caracas,Healthcare, Health Care ,2009-01-01,39745.0,1.0,2013-12-01,2013-12-01,operating,39745.0,,,,,,,,,,,,,,,,,,,,
Control Medical Technology,USA,UT,Salt Lake City,Park City,Healthcare, Health Care ,,6000000.0,1.0,2009-05-27,2009-05-27,operating,,3000000.0,,,,,,,,,,,,3000000.0,,,,,,,
Control4,USA,UT,Salt Lake City,Salt Lake City,Hardware & Semiconductors, Hardware + Software ,2003-01-01,153700000.0,7.0,2004-08-18,2011-11-28,operating,,93000000.0,,,,,,,,,,,,,14700000.0,15000000.0,,11000000.0,20000000.0,,
Controladora Comercial Mexicana,MEX,,Mexico City,Mexico City,,,1930-01-01,373570000.0,1.0,2010-11-01,2010-11-01,operating,,,,,,373570000.0,,,,,,,,,,,,,,,
ControlCircle,GBR,,London,London,Analytics & AI, Data Centers ,2001-01-01,9079060.0,1.0,2010-03-16,2010-03-16,acquired,,,,9079060.0,,,,,,,,,,,,,,,,,
